origin_airport_code,origin_airport,origin_airport_id,origin_airport_latitude,origin_airport_longitude,origin_city,origin_country,destination_airport_code,destination_airport,destination_airport_id,destination_airport_latitude,destination_airport_longitude,destination_city,destination_country
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,HNL,Daniel K Inouye International Airport,3728,21.32062,-157.924228,Honolulu,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,HSV,Huntsville International Carl T Jones Field,4113,34.6371994,-86.77510071,Huntsville,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,ICT,Wichita Eisenhower National Airport,3457,37.649899,-97.433098,Wichita,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,IDA,Idaho Falls Regional Airport,4100,43.514599,-112.070999,Idaho Falls,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,IND,Indianapolis International Airport,3585,39.7173,-86.294403,Indianapolis,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,ISN,Sloulin Field International Airport,3659,48.17789841,-103.6419983,Williston,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,JAC,Jackson Hole Airport,4027,43.6072998,-110.737999,Jacksn Hole,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,KOA,Ellison Onizuka Kona International At Keahole Airport,3514,19.738783,-156.045603,Kona,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LAR,Laramie Regional Airport,5746,41.31209945678711,-105.6750031,Laramie,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LAS,McCarran International Airport,3877,36.08010101,-115.1520004,Las Vegas,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LBB,Lubbock Preston Smith International Airport,3829,33.663601,-101.822998,Lubbock,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LGA,La Guardia Airport,3697,40.77719879,-73.87259674,New York,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LIH,Lihue Airport,3602,21.97599983215332,-159.3390045,Lihue,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LIT,Bill & Hillary Clinton National Airport/Adams Field,3660,34.729400634799994,-92.22429657,Little Rock,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,LNK,Lincoln Airport,3543,40.85100173950195,-96.75920105,Lincoln,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MAF,Midland International Airport,3652,31.94249916,-102.2020035,Midland,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MCI,Kansas City International Airport,3458,39.2976,-94.713898,Kansas City,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MCO,Orlando International Airport,3878,28.429399490356445,-81.30899811,Orlando,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MEM,Memphis International Airport,3473,35.04240036010742,-89.97669983,Memphis,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MEX,Licenciado Benito Juarez International Airport,1824,19.4363,-99.072098,Mexico City,Mexico
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MFR,Rogue Valley International Medford Airport,4101,42.37419891357422,-122.8730011,Medford,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MIA,Miami International Airport,3576,25.79319953918457,-80.29060364,Miami,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MKE,General Mitchell International Airport,3717,42.947200775146484,-87.89659882,Milwaukee,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MLI,Quad City International Airport,4072,41.44850158691406,-90.50749969,Moline,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MOT,Minot International Airport,3498,48.25939941,-101.2799988,Minot,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MRY,Monterey Peninsula Airport,3948,36.58700180053711,-121.8430023,Monterey,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MSN,Dane County Regional Truax Field,3459,43.13990020751953,-89.33750153,Madison,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MSO,Missoula International Airport,4216,46.91630173,-114.0910034,Missoula,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,3858,44.882,-93.221802,Minneapolis,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MSY,Louis Armstrong New Orleans International Airport,3861,29.99340057373047,-90.25800323,New Orleans,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,MTJ,Montrose Regional Airport,6880,38.509799957300004,-107.8939972,Montrose CO,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,NRT,Narita International Airport,2279,35.76470184,140.3860016,Tokyo,Japan
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,OGG,Kahului Airport,3456,20.8986,-156.429993,Kahului,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,OKC,Will Rogers World Airport,3863,35.39310073852539,-97.60070038,Oklahoma City,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,OMA,Eppley Airfield,3454,41.3032,-95.894096,Omaha,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,ONT,Ontario International Airport,3734,34.055999755859375,-117.6009979,Ontario,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PHL,Philadelphia International Airport,3752,39.87189865112305,-75.2410965,Philadelphia,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PHX,Phoenix Sky Harbor International Airport,3462,33.43429946899414,-112.012001,Phoenix,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PIA,General Wayne A. Downing Peoria International Airport,4046,40.664199829100006,-89.69329834,Peoria,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PIR,Pierre Regional Airport,5761,44.38270187,-100.2860031,Pierre,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PIT,Pittsburgh International Airport,3570,40.49150085,-80.23290253,Pittsburgh,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PSC,Tri Cities Airport,6133,46.26470184326172,-119.1190033,Pasco,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PSP,Palm Springs International Airport,3839,33.82970047,-116.5070038,Palm Springs,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PUB,Pueblo Memorial Airport,3527,38.289100646972656,-104.4970016,Pueblo,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,PVR,Licenciado Gustavo Díaz Ordaz International Airport,1836,20.680099487304688,-105.2539978,Puerto Vallarta,Mexico
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,RAP,Rapid City Regional Airport,4087,44.04529953,-103.0569992,Rapid City,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,RDM,Roberts Field,4103,44.2541008,-121.1500015,Redmond-Bend,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,RKS,Southwest Wyoming Regional Airport,5766,41.5942,-109.065001,Rock Springs,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,RNO,Reno Tahoe International Airport,3807,39.49909973144531,-119.7679977,Reno,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,RSW,Southwest Florida International Airport,3793,26.53619956970215,-81.75520325,Fort Myers,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SAF,Santa Fe Municipal Airport,3784,35.61709976,-106.0889969,Santa Fe,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SAN,San Diego International Airport,3731,32.73360062,-117.1900024,San Diego,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SAT,San Antonio International Airport,3621,29.533700942993164,-98.46980286,San Antonio,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SBA,Santa Barbara Municipal Airport,3949,34.42620087,-119.8399963,Santa Barbara,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SDF,Louisville International Standiford Field,4014,38.1744,-85.736,Louisville,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SEA,Seattle Tacoma International Airport,3577,47.449001,-122.308998,Seattle,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SGF,Springfield Branson National Airport,4348,37.24570084,-93.38860321,Springfield,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SGU,St George Municipal Airport,4064,37.036389,-113.510306,Saint George,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SHV,Shreveport Regional Airport,3609,32.446602,-93.8256,Shreveport,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SJC,Norman Y. Mineta San Jose International Airport,3748,37.362598,-121.929001,San Jose,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SJD,Los Cabos International Airport,1840,23.15180015563965,-109.7210007,San Jose Del Cabo,Mexico
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SLC,Salt Lake City International Airport,3536,40.78839874267578,-111.9779968,Salt Lake City,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SMF,Sacramento International Airport,3817,38.69540023803711,-121.5910034,Sacramento,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,SNA,John Wayne Airport-Orange County Airport,3867,33.67570114,-117.8679962,Santa Ana,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,STL,St Louis Lambert International Airport,3678,38.748697,-90.370003,St. Louis,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,TPA,Tampa International Airport,3646,27.975500106811523,-82.53320313,Tampa,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,TUL,Tulsa International Airport,3855,36.19839859008789,-95.88809967,Tulsa,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,TUS,Tucson International Airport,3636,32.11610031,-110.9410019,Tucson,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,TYS,McGhee Tyson Airport,3676,35.81100082,-83.9940033,Knoxville,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,XNA,Northwest Arkansas Regional Airport,4356,36.281898,-94.306801,Bentonville,United States
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YEG,Edmonton International Airport,49,53.309700012200004,-113.5800018,Edmonton,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YMM,Fort McMurray Airport,90,56.65330124,-111.2220001,Fort Mcmurray,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YQR,Regina International Airport,120,50.43190002441406,-104.6660004,Regina,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YUL,Montreal / Pierre Elliott Trudeau International Airport,146,45.47060013,-73.74079895,Montreal,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YVR,Vancouver International Airport,156,49.19390106,-123.1839981,Vancouver,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YWG,Winnipeg / James Armstrong Richardson International Airport,160,49.909999847399995,-97.23989868,Winnipeg,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YXE,Saskatoon John G. Diefenbaker International Airport,166,52.170799255371094,-106.6999969,Saskatoon,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YYC,Calgary International Airport,178,51.11389923,-114.0199966,Calgary,Canada
DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,SAL,Monseñor Óscar Arnulfo Romero International Airport,1892,13.4409,-89.055702,San Salvador,El Salvador
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
DFW,Dallas Fort Worth International Airport,3670,32.896801,-97.038002,Dallas-Fort Worth,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
DGO,General Guadalupe Victoria International Airport,1801,24.12420082,-104.5279999,Durango,Mexico,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
DGO,General Guadalupe Victoria International Airport,1801,24.12420082,-104.5279999,Durango,Mexico,LAX,Los Angeles International Airport,3484,33.94250107,-118.4079971,Los Angeles,United States
DIK,Dickinson Theodore Roosevelt Regional Airport,7064,46.79740143,-102.802002,Dickinson,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
DKR,Léopold Sédar Senghor International Airport,1084,14.739700317382812,-17.49020004,Dakar,Senegal,BJL,Banjul International Airport,1050,13.338000297546387,-16.6522007,Banjul,Gambia
DKR,Léopold Sédar Senghor International Airport,1084,14.739700317382812,-17.49020004,Dakar,Senegal,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
DKR,Léopold Sédar Senghor International Airport,1084,14.739700317382812,-17.49020004,Dakar,Senegal,CKY,Conakry International Airport,4162,9.57689,-13.612,Conakry,Guinea
DKR,Léopold Sédar Senghor International Airport,1084,14.739700317382812,-17.49020004,Dakar,Senegal,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
DKR,Léopold Sédar Senghor International Airport,1084,14.739700317382812,-17.49020004,Dakar,Senegal,JNB,OR Tambo International Airport,813,-26.1392,28.246,Johannesburg,South Africa
DLA,Douala International Airport,897,4.006080151,9.719479560849999,Douala,Cameroon,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
DLA,Douala International Airport,897,4.006080151,9.719479560849999,Douala,Cameroon,FIH,Ndjili International Airport,1020,-4.38575,15.4446,Kinshasa,Congo (Kinshasa)
DLA,Douala International Airport,897,4.006080151,9.719479560849999,Douala,Cameroon,NSI,Yaoundé Nsimalen International Airport,4161,3.722559928894043,11.553299903869629,Yaounde,Cameroon
DLH,Duluth International Airport,3598,46.84209824,-92.19360352,Duluth,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DME,Domodedovo International Airport,4029,55.40879821777344,37.90629959106445,Moscow,Russia,VIE,Vienna International Airport,1613,48.11029816,16.56970024,Vienna,Austria
DOH,Hamad International Airport,11051,25.273056,51.608056,Doha,Qatar,BAH,Bahrain International Airport,2057,26.27079963684082,50.63359832763672,Bahrain,Bahrain
DOH,Hamad International Airport,11051,25.273056,51.608056,Doha,Qatar,DXB,Dubai International Airport,2188,25.25279999,55.36439896,Dubai,United Arab Emirates
DOH,Hamad International Airport,11051,25.273056,51.608056,Doha,Qatar,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
DRO,Durango La Plata County Airport,3713,37.1515007,-107.7539978,Durango,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
DSM,Des Moines International Airport,3729,41.534000396728516,-93.6631012,Des Moines,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
DSM,Des Moines International Airport,3729,41.534000396728516,-93.6631012,Des Moines,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
DSM,Des Moines International Airport,3729,41.534000396728516,-93.6631012,Des Moines,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
DSM,Des Moines International Airport,3729,41.534000396728516,-93.6631012,Des Moines,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,FRA,Frankfurt am Main Airport,340,50.033333,8.570556,Frankfurt,Germany
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DTW,Detroit Metropolitan Wayne County Airport,3645,42.212398529052734,-83.35340118,Detroit,United States,YYZ,Lester B. Pearson International Airport,193,43.67720032,-79.63059998,Toronto,Canada
DUB,Dublin Airport,599,53.421299,-6.27007,Dublin,Ireland,BOS,General Edward Lawrence Logan International Airport,3448,42.36429977,-71.00520325,Boston,United States
DUB,Dublin Airport,599,53.421299,-6.27007,Dublin,Ireland,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
DUB,Dublin Airport,599,53.421299,-6.27007,Dublin,Ireland,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
DUB,Dublin Airport,599,53.421299,-6.27007,Dublin,Ireland,JFK,John F Kennedy International Airport,3797,40.63980103,-73.77890015,New York,United States
DUB,Dublin Airport,599,53.421299,-6.27007,Dublin,Ireland,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DUJ,DuBois Regional Airport,5734,41.17829895,-78.8986969,Du Bois,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
DUJ,DuBois Regional Airport,5734,41.17829895,-78.8986969,Du Bois,United States,FKL,Venango Regional Airport,4058,41.37789917,-79.86039734,Franklin,United States
DUS,Düsseldorf Airport,345,51.289501,6.76678,Duesseldorf,Germany,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
DUS,Düsseldorf Airport,345,51.289501,6.76678,Duesseldorf,Germany,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
DXB,Dubai International Airport,2188,25.25279999,55.36439896,Dubai,United Arab Emirates,DOH,Hamad International Airport,11051,25.273056,51.608056,Doha,Qatar
DXB,Dubai International Airport,2188,25.25279999,55.36439896,Dubai,United Arab Emirates,IAD,Washington Dulles International Airport,3714,38.94449997,-77.45580292,Washington,United States
EAU,Chippewa Valley Regional Airport,5735,44.86579895019531,-91.48429871,Eau Claire,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
EBB,Entebbe International Airport,1187,0.042386,32.443501,Entebbe,Uganda,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
EDI,Edinburgh Airport,535,55.95000076293945,-3.372499943,Edinburgh,United Kingdom,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
EDI,Edinburgh Airport,535,55.95000076293945,-3.372499943,Edinburgh,United Kingdom,EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States
EGE,Eagle County Regional Airport,4250,39.64260101,-106.9179993,Vail,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
ELH,North Eleuthera Airport,1943,25.47489929,-76.6835022,North Eleuthera,Bahamas,FLL,Fort Lauderdale Hollywood International Airport,3533,26.072599,-80.152702,Fort Lauderdale,United States
ELH,North Eleuthera Airport,1943,25.47489929,-76.6835022,North Eleuthera,Bahamas,PBI,Palm Beach International Airport,3722,26.68320083618164,-80.09559631,West Palm Beach,United States
ELM,Elmira Corning Regional Airport,3946,42.15990067,-76.89160156,Elmira,United States,ORD,Chicago O'Hare International Airport,3830,41.9786,-87.9048,Chicago,United States
ELP,El Paso International Airport,3559,31.80719948,-106.3779984,El Paso,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
ELP,El Paso International Airport,3559,31.80719948,-106.3779984,El Paso,United States,IAH,George Bush Intercontinental Houston Airport,3550,29.984399795532227,-95.34140015,Houston,United States
ERI,Erie International Tom Ridge Field,4276,42.08312701,-80.17386675,Erie,United States,CLE,Cleveland Hopkins International Airport,3486,41.4117012,-81.84980011,Cleveland,United States
EUG,Mahlon Sweet Field,4099,44.12459945678711,-123.211998,Eugene,United States,DEN,Denver International Airport,3751,39.86169815,-104.6729965,Denver,United States
EUG,Mahlon Sweet Field,4099,44.12459945678711,-123.211998,Eugene,United States,PDX,Portland International Airport,3720,45.58869934,-122.5979996,Portland,United States
EUG,Mahlon Sweet Field,4099,44.12459945678711,-123.211998,Eugene,United States,SFO,San Francisco International Airport,3469,37.61899948120117,-122.375,San Francisco,United States
EVN,Zvartnots International Airport,3964,40.14730072,44.39590073,Yerevan,Armenia,VIE,Vienna International Airport,1613,48.11029816,16.56970024,Vienna,Austria
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,ALB,Albany International Airport,3864,42.74829864501953,-73.80169678,Albany,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,AMS,Amsterdam Airport Schiphol,580,52.308601,4.76389,Amsterdam,Netherlands
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,ANU,V.C. Bird International Airport,2874,17.1367,-61.792702,Antigua,Antigua and Barbuda
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,ARN,Stockholm-Arlanda Airport,737,59.65190125,17.91860008,Stockholm,Sweden
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,ATL,Hartsfield Jackson Atlanta International Airport,3682,33.6367,-84.428101,Atlanta,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,AUA,Queen Beatrix International Airport,2895,12.5014,-70.015198,Oranjestad,Aruba
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,AUS,Austin Bergstrom International Airport,3673,30.194499969482422,-97.66989899,Austin,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BCN,Barcelona International Airport,1218,41.2971,2.07846,Barcelona,Spain
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BDA,L.F. Wade International International Airport,4069,32.36399841308594,-64.67870331,Bermuda,Bermuda
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BFS,Belfast International Airport,465,54.65750122,-6.215829849,Belfast,United Kingdom
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BHX,Birmingham International Airport,469,52.453899383499994,-1.748029947,Birmingham,United Kingdom
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BNA,Nashville International Airport,3690,36.12450027,-86.67819977,Nashville,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BOG,El Dorado International Airport,2709,4.70159,-74.1469,Bogota,Colombia
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BOM,Chhatrapati Shivaji International Airport,2997,19.08869934,72.86789703,Mumbai,India
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BON,Flamingo International Airport,2896,12.130999565124512,-68.26850128,Kralendijk,Netherlands Antilles
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BOS,General Edward Lawrence Logan International Airport,3448,42.36429977,-71.00520325,Boston,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BQN,Rafael Hernandez Airport,2885,18.49489974975586,-67.12940216,Aguadilla,Puerto Rico
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BRU,Brussels Airport,302,50.901401519800004,4.48443985,Brussels,Belgium
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BTV,Burlington International Airport,3711,44.471900939899996,-73.15329742,Burlington,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BUF,Buffalo Niagara International Airport,3820,42.94049835,-78.73220062,Buffalo,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BWI,Baltimore/Washington International Thurgood Marshall Airport,3849,39.1754,-76.668297,Baltimore,United States
EWR,Newark Liberty International Airport,3494,40.692501068115234,-74.16870117,Newark,United States,BZE,Philip S. W. Goldson International Airport,1957,17.539100646972656,-88.30819702,Belize City,Belize
